secs,&nbsp;4 20:22+497&gt;20
22394,7.45
22394.5,7.43
22395,7.42
22395.5,7.43
22396,7.42
22396.5,7.42
22397,7.42
22397.5,7.43
22398,7.41
22398.5,7.45
22399,7.42
22399.5,7.45
22400,7.45
22400.5,7.44
22401,7.45
22401.5,7.47
22402,7.45
22402.5,7.43
22403,7.42
22403.5,7.40
22404,7.40
22404.5,7.37
22405,7.40
22405.5,7.39
22406,7.39
22406.5,7.37
22407,7.35
22407.5,7.36
22408,7.37
22408.5,7.38
22409,7.39
22409.5,7.41
22410,7.40
22410.5,7.41
22411,7.44
22411.5,7.45
22412,7.42
22412.5,7.46
22413,7.43
22413.5,7.45
22414,7.47
22414.5,7.48
22415,7.45
22415.5,7.46
22416,7.46
22416.5,7.46
22417,7.45
22417.5,7.47
22418,7.46
22418.5,7.47
22419,7.44
22419.5,7.44
22420,7.47
22420.5,7.50
22421,7.51
22421.5,7.53
22422,7.54
22422.5,7.56
22423,7.53
22423.5,7.54
22424,7.54
22424.5,7.55
22425,7.56
22425.5,7.56
22426,7.54
22426.5,7.55
22427,7.53
22427.5,7.52
22428,7.50
22428.5,7.49
22429,7.53
22429.5,7.51
22430,7.50
22430.5,7.49
22431,7.49
22431.5,7.45
22432,7.45
22432.5,7.45
22433,7.49
22433.5,7.47
22434,7.45
22434.5,7.47
22435,7.45
22435.5,7.42
22436,7.42
22436.5,7.42
22437,7.38
22437.5,7.37
22438,7.37
22438.5,7.37
22439,7.36
22439.5,7.37
22440,7.40
22440.5,7.40
22441,7.41
22441.5,7.43
22442,7.39
22442.5,7.43
22443,7.43
22443.5,7.44
22444,7.44
22444.5,7.44
22445,7.45
22445.5,7.43
22446,7.44
22446.5,7.46
22447,7.47
22447.5,7.46
22448,7.46
22448.5,7.49
22449,7.47
22449.5,7.44
22450,7.43
22450.5,7.47
22451,7.47
22451.5,7.46
22452,7.47
22452.5,7.45
22453,7.44
22453.5,7.48
22454,7.51
22454.5,7.50
22455,7.50
22455.5,7.51
22456,7.48
22456.5,7.50
22457,7.50
22457.5,7.52
22458,7.51
22458.5,7.50
22459,7.55
22459.5,7.56
22460,7.54
22460.5,7.55
22461,7.57
22461.5,7.58
22462,7.59
22462.5,7.59
22463,7.60
22463.5,7.57
22464,7.56
22464.5,7.59
22465,7.59
22465.5,7.59
22466,7.59
22466.5,7.58
22467,7.59
22467.5,7.57
22468,7.54
22468.5,7.53
22469,7.54
22469.5,7.54
22470,7.51
22470.5,7.51
22471,7.51
22471.5,7.52
22472,7.53
22472.5,7.54
22473,7.55
22473.5,7.56
22474,7.57
22474.5,7.54
22475,7.54
22475.5,7.57
22476,7.57
22476.5,7.56
22477,7.54
22477.5,7.56
22478,7.54
22478.5,7.54
22479,7.52
22479.5,7.52
22480,7.49
22480.5,7.48
22481,7.49
22481.5,7.49
22482,7.49
22482.5,7.50
22483,7.51
22483.5,7.50
22484,7.49
22484.5,7.48
22485,7.47
22485.5,7.51
22486,7.52
22486.5,7.54
22487,7.56
22487.5,7.56
22488,7.51
22488.5,7.53
22489,7.52
22489.5,7.52
22490,7.51
22490.5,7.52
22491,7.52
22491.5,7.50
22492,7.52
22492.5,7.49
22493,7.47
22493.5,7.50
22494,7.51
22494.5,7.46
22495,7.52
22495.5,7.53
22496,7.54
22496.5,7.55
22497,7.57
22497.5,7.57
22498,7.60
22498.5,7.58
22499,7.60
22499.5,7.60
22500,7.62
22500.5,7.63
22501,7.63
22501.5,7.63
22502,7.64
22502.5,7.66
22503,7.66
22503.5,7.71
22504,7.72
22504.5,7.83
22505,7.83
22505.5,7.77
22506,7.73
22506.5,7.68
22507,7.70
22507.5,7.67
22508,7.67
22508.5,7.77
22509,7.78
22509.5,7.72
22510,7.70
22510.5,7.66
22511,7.66
22511.5,7.65
22512,7.61
22512.5,7.64
22513,7.70
22513.5,7.72
22514,7.72
22514.5,7.67
22515,7.64
22515.5,7.62
22516,7.61
22516.5,7.61
22517,7.60
22517.5,7.58
22518,7.71
22518.5,7.69
22519,7.65
22519.5,7.70
22520,7.71
22520.5,7.63
22521,7.61
22521.5,7.60
22522,7.57
22522.5,7.52
22523,7.53
22523.5,7.53
22524,7.53
22524.5,7.53
22525,7.50
22525.5,7.50
22526,7.49
22526.5,7.48
22527,7.50
22527.5,7.51
22528,7.50
22528.5,7.52
22529,7.51
22529.5,7.54
22530,7.54
22530.5,7.55
22531,7.53
22531.5,7.54
22532,7.52
22532.5,7.51
22533,7.48
22533.5,7.51
22534,7.52
22534.5,7.51
22535,7.53
22535.5,7.52
22536,7.51
22536.5,7.51
22537,7.50
22537.5,7.53
22538,7.50
22538.5,7.49
22539,7.53
22539.5,7.53
22540,7.54
22540.5,7.53
22541,7.54
22541.5,7.52
22542,7.53
22542.5,7.56
22543,7.56
22543.5,7.55
22544,7.54
22544.5,7.56
22545,7.52
22545.5,7.54
22546,7.59
22546.5,7.57
22547,7.55
22547.5,7.58
22548,7.59
22548.5,7.62
22549,7.62
22549.5,7.61
22550,7.65
22550.5,7.63
22551,7.64
22551.5,7.64
22552,7.62
22552.5,7.64
22553,7.63
22553.5,7.58
22554,7.57
22554.5,7.59
22555,7.60
22555.5,7.61
22556,7.63
22556.5,7.58
22557,7.60
22557.5,7.60
22558,7.61
22558.5,7.62
22559,7.62
22559.5,7.65
22560,7.63
22560.5,7.64
22561,7.60
22561.5,7.62
22562,7.58
22562.5,7.59
22563,7.60
22563.5,7.59
22564,7.57
22564.5,7.55
22565,7.56
22565.5,7.56
22566,7.54
22566.5,7.55
22567,7.53
22567.5,7.53
22568,7.52
22568.5,7.54
22569,7.55
22569.5,7.55
22570,7.56
22570.5,7.56
22571,7.56
22571.5,7.57
22572,7.56
22572.5,7.56
22573,7.57
22573.5,7.56
22574,7.54
22574.5,7.55
22575,7.54
22575.5,7.55
22576,7.54
22576.5,7.53
22577,7.57
22577.5,7.57
22578,7.57
22578.5,7.60
22579,7.60
22579.5,7.57
22580,7.59
22580.5,7.60
22581,7.58
22581.5,7.62
22582,7.63
22582.5,7.59
22583,7.59
22583.5,7.59
22584,7.59
22584.5,7.59
22585,7.60
22585.5,7.61
22586,7.59
22586.5,7.59
22587,7.58
22587.5,7.59
22588,7.59
22588.5,7.61
22589,7.62
22589.5,7.64
22590,7.63
22590.5,7.66
22591,7.67
22591.5,7.67
22592,7.64
22592.5,7.64
22593,7.61
22593.5,7.62
22594,7.62
22594.5,7.61
22595,7.59
22595.5,7.60
22596,7.62
22596.5,7.58
22597,7.58
22597.5,7.61
22598,7.59
22598.5,7.59
22599,7.60
22599.5,7.62
22600,7.61
22600.5,7.62
22601,7.65
22601.5,7.67
22602,7.67
22602.5,7.66
22603,7.66
22603.5,7.66
22604,7.67
22604.5,7.65
22605,7.63
22605.5,7.66
22606,7.71
22606.5,7.71
22607,7.72
22607.5,7.71
22608,7.72
22608.5,7.71
22609,7.74
22609.5,7.73
22610,7.72
22610.5,7.77
22611,7.78
22611.5,7.81
22612,7.81
22612.5,7.82
22613,7.83
22613.5,7.82
22614,7.86
22614.5,7.86
22615,7.87
22615.5,7.89
22616,7.88
22616.5,7.88
22617,7.87
22617.5,7.87
22618,7.88
22618.5,7.87
22619,7.85
22619.5,7.86
22620,7.87
22620.5,7.89
22621,7.85
22621.5,7.87
22622,7.85
22622.5,7.87
22623,7.83
22623.5,7.83
22624,7.81
22624.5,7.81
22625,7.84
22625.5,7.81
22626,7.83
22626.5,7.85
22627,7.85
22627.5,7.84
22628,7.84
22628.5,7.85
22629,7.85
22629.5,7.84
22630,7.84
22630.5,7.83
22631,7.81
22631.5,7.79
22632,7.79
22632.5,7.77
22633,7.79
22633.5,7.78
22634,7.79
22634.5,7.80
22635,7.79
22635.5,7.79
22636,7.79
22636.5,7.80
22637,7.79
22637.5,7.76
22638,7.73
22638.5,7.70
22639,7.70
22639.5,7.69
22640,7.69
22640.5,7.68
22641,7.70
22641.5,7.72
22642,7.77
22642.5,7.78
22643,7.76
22643.5,7.73
22644,7.78
22644.5,7.78
22645,7.80
22645.5,7.80
22646,7.80
22646.5,7.80
22647,7.79
22647.5,7.77
22648,7.77
22648.5,7.78
22649,7.76
22649.5,7.81
22650,7.81
22650.5,7.80
22651,7.80
22651.5,7.80
22652,7.81
22652.5,7.78
22653,7.78
22653.5,7.80
22654,7.83
22654.5,7.86
22655,7.89
22655.5,7.86
22656,7.85
22656.5,7.86
22657,7.86
22657.5,7.86
22658,7.89
22658.5,7.91
22659,7.91
22659.5,7.91
22660,7.92
22660.5,7.96
22661,7.95
22661.5,7.94
22662,7.93
22662.5,7.93
22663,7.96
22663.5,7.99
22664,7.97
22664.5,7.98
22665,7.97
22665.5,7.97
22666,8.05
22666.5,8.08
22667,8.04
22667.5,7.99
22668,8.00
22668.5,7.96
22669,7.95
22669.5,7.94
22670,7.89
22670.5,7.95
22671,7.95
22671.5,7.91
22672,8.03
22672.5,7.98
22673,7.90
22673.5,7.84
22674,7.82
22674.5,7.83
22675,7.82
22675.5,7.77
22676,7.85
22676.5,7.85
22677,7.84
22677.5,7.85
22678,7.87
22678.5,7.90
22679,7.89
22679.5,7.89
22680,7.88
22680.5,7.88
22681,7.90
22681.5,7.89
22682,7.87
22682.5,7.88
22683,7.90
22683.5,7.91
22684,7.91
22684.5,7.91
22685,7.92
22685.5,7.93
22686,7.95
22686.5,7.92
22687,7.93
22687.5,7.93
22688,7.95
22688.5,7.97
22689,7.96
22689.5,7.97
22690,7.97
22690.5,7.99
22691,8.01
22691.5,8.01
22692,8.03
22692.5,8.03
22693,8.01
22693.5,8.03
22694,8.04
22694.5,8.06
22695,8.03
22695.5,8.04
22696,8.06
22696.5,8.04
22697,8.05
22697.5,8.06
22698,8.04
22698.5,8.03
22699,8.04
22699.5,8.00
22700,8.00
22700.5,7.98
22701,7.98
22701.5,7.97
22702,7.97
22702.5,8.03
22703,8.01
22703.5,8.01
22704,7.99
22704.5,7.98
22705,8.00
22705.5,7.97
22706,7.98
22706.5,7.97
22707,7.98
22707.5,7.95
22708,7.97
22708.5,7.99
22709,8.01
22709.5,8.00
22710,8.05
22710.5,8.06
22711,8.07
22711.5,8.08
22712,8.10
22712.5,8.09
22713,8.10
22713.5,8.09
22714,8.07
22714.5,8.09
22715,8.09
22715.5,8.06
22716,8.09
22716.5,8.10
22717,8.12
22717.5,8.10
22718,8.07
22718.5,8.03
22719,8.02
22719.5,8.01
22720,8.04
22720.5,8.05
22721,8.02
22721.5,7.99
22722,8.04
22722.5,8.06
22723,8.05
22723.5,8.05
22724,8.04
22724.5,8.05
22725,8.03
22725.5,8.03
22726,8.02
22726.5,7.98
22727,7.99
22727.5,7.98
22728,7.95
22728.5,7.95
22729,7.92
22729.5,7.94
22730,7.91
22730.5,7.88
22731,7.85
22731.5,7.89
22732,7.90
22732.5,7.93
22733,7.92
22733.5,7.91
22734,7.90
22734.5,7.89
22735,7.88
22735.5,7.88
22736,7.91
22736.5,7.94
22737,7.94
22737.5,7.94
22738,7.94
22738.5,7.96
22739,7.95
22739.5,7.97
22740,7.99
22740.5,7.96
22741,7.97
22741.5,7.98
22742,7.97
22742.5,8.01
22743,7.98
22743.5,7.98
22744,7.98
22744.5,8.00
22745,8.01
22745.5,8.02
22746,8.00
22746.5,8.02
22747,8.02
22747.5,8.05
22748,8.11
22748.5,8.15
22749,8.17
22749.5,8.15
22750,8.13
22750.5,8.13
22751,8.13
22751.5,8.11
22752,8.12
22752.5,8.09
22753,8.07
22753.5,8.06
22754,8.05
22754.5,8.07
22755,8.06
22755.5,8.04
22756,8.04
22756.5,8.06
22757,8.04
22757.5,8.07
22758,8.06
22758.5,8.04
22759,8.04
22759.5,8.06
22760,8.05
22760.5,8.06
22761,8.04
22761.5,8.09
22762,8.08
22762.5,8.05
22763,8.05
22763.5,8.04
22764,8.03
22764.5,8.02
22765,8.00
22765.5,8.01
22766,7.97
22766.5,7.98
22767,7.95
22767.5,7.95
22768,7.96
22768.5,7.95
22769,7.97
22769.5,7.99
22770,7.96
22770.5,8.00
22771,8.01
22771.5,8.01
22772,8.04
22772.5,8.03
22773,8.04
22773.5,8.03
22774,8.06
22774.5,8.04
22775,8.01
22775.5,8.01
22776,8.02
22776.5,8.01
22777,7.98
22777.5,7.99
22778,8.00
22778.5,7.97
22779,7.95
22779.5,7.92
22780,7.96
22780.5,7.95
22781,7.95
22781.5,7.98
22782,7.95
22782.5,7.95
22783,7.96
22783.5,7.99
22784,7.96
22784.5,7.96
22785,7.99
22785.5,8.00
22786,8.01
22786.5,7.99
22787,8.00
22787.5,8.00
22788,8.02
22788.5,8.04
22789,8.06
22789.5,8.06
22790,8.05
22790.5,8.08
22791,8.09
22791.5,8.09
22792,8.08
22792.5,8.08
22793,8.07
22793.5,8.08
22794,8.08
22794.5,8.09
22795,8.06
22795.5,8.01
22796,8.00
22796.5,8.02
22797,8.03
22797.5,7.99
22798,7.99
22798.5,7.98
22799,7.98
22799.5,7.97
22800,7.96
22800.5,7.99
22801,7.98
22801.5,7.96
22802,7.96
22802.5,7.97
22803,7.97
22803.5,8.00
22804,8.02
22804.5,7.99
22805,8.00
22805.5,7.96
22806,7.97
22806.5,7.96
22807,7.95
22807.5,7.93
22808,7.94
22808.5,7.96
22809,7.95
22809.5,7.95
22810,7.97
22810.5,7.94
22811,7.96
22811.5,7.96
22812,7.97
22812.5,7.93
22813,7.95
22813.5,7.97
22814,7.95
22814.5,7.93
22815,7.98
22815.5,7.99
22816,8.02
22816.5,8.02
22817,8.03
22817.5,8.06
22818,8.05
22818.5,8.06
22819,8.06
22819.5,8.03
22820,8.06
22820.5,8.08
22821,8.06
22821.5,8.08
22822,8.07
22822.5,8.09
22823,8.06
22823.5,8.05
22824,8.21
22824.5,8.18
22825,8.08
22825.5,8.05
22826,8.02
22826.5,8.00
22827,8.01
22827.5,8.02
22828,7.99
22828.5,7.97
22829,7.98
22829.5,7.97
22830,8.00
22830.5,8.01
22831,8.01
22831.5,8.01
22832,8.00
22832.5,7.99
22833,7.96
22833.5,8.05
22834,8.09
22834.5,8.14
22835,8.13
22835.5,8.12
22836,8.12
22836.5,8.11
22837,8.11
22837.5,8.10
22838,8.09
22838.5,8.10
22839,8.10
22839.5,8.09
22840,8.11
22840.5,8.13
22841,8.10
22841.5,8.14
22842,8.16
22842.5,8.13
22843,8.11
22843.5,8.14
22844,8.15
22844.5,8.16
22845,8.16
22845.5,8.16
22846,8.18
22846.5,8.17
22847,8.15
22847.5,8.14
22848,8.13
22848.5,8.13
22849,8.14
22849.5,8.16
22850,8.20
22850.5,8.17
22851,8.19
22851.5,8.18
22852,8.18
22852.5,8.16
22853,8.10
22853.5,8.10
22854,8.10
22854.5,8.08
22855,8.03
22855.5,8.03
22856,8.03
22856.5,8.00
22857,8.00
22857.5,8.00
22858,8.03
22858.5,8.05
22859,8.03
22859.5,8.02
22860,8.01
22860.5,8.01
22861,8.01
22861.5,8.02
22862,8.03
22862.5,8.04
22863,8.09
22863.5,8.12
22864,8.14
22864.5,8.13
22865,8.16
22865.5,8.17
22866,8.18
22866.5,8.19
22867,8.20
22867.5,8.20
22868,8.22
22868.5,8.19
22869,8.22
22869.5,8.26
22870,8.24
22870.5,8.25
22871,8.25
22871.5,8.26
22872,8.21
22872.5,8.23
22873,8.25
22873.5,8.27
22874,8.27
22874.5,8.26
22875,8.26
22875.5,8.19
22876,8.25
22876.5,8.26
22877,8.24
22877.5,8.23
22878,8.21
22878.5,8.22
22879,8.23
22879.5,8.21
22880,8.17
22880.5,8.17
22881,8.16
22881.5,8.15
22882,8.16
22882.5,8.16
22883,8.15
22883.5,8.15
22884,8.12
22884.5,8.15
22885,8.11
22885.5,8.13
22886,8.14
22886.5,8.10
22887,8.12
22887.5,8.13
22888,8.13
22888.5,8.13
22889,8.12
22889.5,8.14
22890,8.14
22890.5,8.14
22891,8.16
22891.5,8.14
22892,8.17
22892.5,8.19
22893,8.19
22893.5,8.15
22894,8.13
22894.5,8.14
22895,8.14
22895.5,8.15
22896,8.18
22896.5,8.20
22897,8.21
22897.5,8.22
22898,8.23
22898.5,8.23
22899,8.24
22899.5,8.25
22900,8.28
22900.5,8.31
22901,8.32
22901.5,8.30
22902,8.35
22902.5,8.34
22903,8.32
22903.5,8.31
22904,8.28
22904.5,8.27
22905,8.27
22905.5,8.28
22906,8.32
22906.5,8.32
22907,8.34
22907.5,8.31
22908,8.26
22908.5,8.25
22909,8.20
22909.5,8.18
22910,8.16
22910.5,8.17
22911,8.18
22911.5,8.17
22912,8.20
22912.5,8.21
22913,8.20
22913.5,8.20
22914,8.18
22914.5,8.16
22915,8.18
22915.5,8.23
22916,8.22
22916.5,8.19
22917,8.15
22917.5,8.13
22918,8.13
22918.5,8.13
22919,8.12
22919.5,8.08
22920,8.07
22920.5,8.06
22921,8.05
22921.5,7.99
22922,8.00
22922.5,8.01
22923,8.00
22923.5,7.98
22924,8.00
22924.5,7.98
22925,7.96
22925.5,7.96
22926,7.96
22926.5,7.95
22927,7.97
22927.5,7.97
22928,8.00
22928.5,7.98
22929,7.97
22929.5,7.97
22930,7.96
22930.5,7.99
22931,8.03
22931.5,8.07
22932,8.10
22932.5,8.10
22933,8.13
22933.5,8.16
22934,8.17
22934.5,8.19
22935,8.19
22935.5,8.21
22936,8.22
22936.5,8.21
22937,8.20
22937.5,8.20
22938,8.21
22938.5,8.20
22939,8.20
22939.5,8.23
22940,8.24
22940.5,8.24
22941,8.27
22941.5,8.28
22942,8.32
22942.5,8.31
22943,8.33
22943.5,8.31
22944,8.32
22944.5,8.35
22945,8.35
22945.5,8.38
22946,8.38
22946.5,8.34
22947,8.34
22947.5,8.37
22948,8.33
22948.5,8.36
22949,8.34
22949.5,8.33
22950,8.34
22950.5,8.32
22951,8.32
22951.5,8.32
22952,8.37
22952.5,8.35
22953,8.34
22953.5,8.38
22954,8.40
22954.5,8.38
22955,8.38
22955.5,8.38
22956,8.37
22956.5,8.37
22957,8.38
22957.5,8.37
22958,8.35
22958.5,8.35
22959,8.35
22959.5,8.38
22960,8.37
22960.5,8.37
22961,8.39
22961.5,8.38
22962,8.38
22962.5,8.38
22963,8.34
22963.5,8.35
22964,8.34
22964.5,8.35
22965,8.36
22965.5,8.35
22966,8.34
22966.5,8.35
22967,8.34
22967.5,8.34
22968,8.35
22968.5,8.32
22969,8.32
22969.5,8.32
22970,8.29
22970.5,8.27
22971,8.26
22971.5,8.25
22972,8.25
22972.5,8.23
22973,8.28
22973.5,8.28
22974,8.28
22974.5,8.28
22975,8.32
22975.5,8.32
22976,8.32
22976.5,8.45
22977,8.42
22977.5,8.38
22978,8.34
22978.5,8.32
22979,8.34
22979.5,8.33
22980,8.34
22980.5,8.31
22981,8.31
22981.5,8.24
22982,8.30
22982.5,8.30
22983,8.30
22983.5,8.31
22984,8.33
22984.5,8.33
22985,8.32
22985.5,8.32
22986,8.25
22986.5,8.32
22987,8.40
22987.5,8.44
22988,8.43
22988.5,8.45
22989,8.48
22989.5,8.46
22990,8.46
22990.5,8.43
22991,8.45
22991.5,8.45
22992,8.44
22992.5,8.48
22993,8.46
22993.5,8.46
22994,8.47
22994.5,8.43
22995,8.43
22995.5,8.46
22996,8.42
22996.5,8.42
22997,8.41
22997.5,8.40
22998,8.42
22998.5,8.43
22999,8.40
22999.5,8.38
23000,8.38
23000.5,8.39
23001,8.38
23001.5,8.37
23002,8.36
23002.5,8.36
23003,8.36
23003.5,8.38
23004,8.39
23004.5,8.38
23005,8.36
23005.5,8.38
23006,8.37
23006.5,8.39
23007,8.39
23007.5,8.41
23008,8.40
23008.5,8.41
23009,8.40
23009.5,8.39
23010,8.41
23010.5,8.44
23011,8.46
23011.5,8.46
23012,8.43
23012.5,8.44
23013,8.46
23013.5,8.44
23014,8.46
23014.5,8.40
23015,8.40
23015.5,8.42
23016,8.39
23016.5,8.38
23017,8.39
23017.5,8.45
23018,8.43
23018.5,8.42
23019,8.38
23019.5,8.36
23020,8.36
23020.5,8.37
23021,8.38
23021.5,8.39
23022,8.40
23022.5,8.41
23023,8.42
23023.5,8.41
23024,8.44
23024.5,8.40
23025,8.40
23025.5,8.38
23026,8.39
23026.5,8.40
23027,8.41
23027.5,8.43
23028,8.45
23028.5,8.47
23029,8.45
23029.5,8.45
23030,8.45
23030.5,8.44
23031,8.43
23031.5,8.43
23032,8.40
23032.5,8.40
23033,8.40
23033.5,8.41
23034,8.39
23034.5,8.42
23035,8.43
23035.5,8.46
23036,8.48
23036.5,8.49
23037,8.48
23037.5,8.46
23038,8.47
23038.5,8.47
23039,8.46
23039.5,8.49
23040,8.51
23040.5,8.52
23041,8.51
23041.5,8.51
23042,8.53
23042.5,8.55
23043,8.55
23043.5,8.51
23044,8.51
23044.5,8.50
23045,8.52
23045.5,8.53
23046,8.55
23046.5,8.56
23047,8.59
23047.5,8.58
23048,8.57
23048.5,8.57
23049,8.56
23049.5,8.57
23050,8.57
23050.5,8.57
23051,8.59
23051.5,8.57
23052,8.57
23052.5,8.59
23053,8.58
23053.5,8.57
23054,8.56
23054.5,8.59
23055,8.54
23055.5,8.51
23056,8.52
23056.5,8.51
23057,8.49
23057.5,8.48
23058,8.50
23058.5,8.49
23059,8.49
23059.5,8.45
23060,8.45
23060.5,8.48
23061,8.49
23061.5,8.47
23062,8.48
23062.5,8.49
23063,8.50
23063.5,8.49
23064,8.50
23064.5,8.51
23065,8.52
23065.5,8.50
23066,8.55
23066.5,8.52
23067,8.53
23067.5,8.53
23068,8.55
23068.5,8.57
23069,8.53
23069.5,8.53
23070,8.55
23070.5,8.54
23071,8.56
23071.5,8.56
23072,8.54
23072.5,8.53
23073,8.53
23073.5,8.52
23074,8.52
23074.5,8.52
23075,8.57
23075.5,8.56
23076,8.54
23076.5,8.52
23077,8.51
23077.5,8.47
23078,8.46
23078.5,8.45
23079,8.45
23079.5,8.46
23080,8.45
23080.5,8.42
23081,8.44
23081.5,8.44
23082,8.45
23082.5,8.48
23083,8.51
23083.5,8.49
23084,8.48
23084.5,8.49
23085,8.47
23085.5,8.45
23086,8.46
23086.5,8.45
23087,8.46
23087.5,8.44
23088,8.48
23088.5,8.46
23089,8.47
23089.5,8.45
23090,8.48
23090.5,8.48
23091,8.47
23091.5,8.48
23092,8.53
23092.5,8.50
23093,8.52
23093.5,8.49
23094,8.44
23094.5,8.49
23095,8.48
23095.5,8.51
23096,8.50
23096.5,8.48
23097,8.49
23097.5,8.48
23098,8.48
23098.5,8.50
23099,8.51
23099.5,8.50
23100,8.49
23100.5,8.53
23101,8.52
23101.5,8.51
23102,8.52
23102.5,8.54
23103,8.53
23103.5,8.52
23104,8.54
23104.5,8.53
23105,8.55
23105.5,8.53
23106,8.54
23106.5,8.55
23107,8.56
23107.5,8.55
23108,8.55
23108.5,8.55
23109,8.56
23109.5,8.58
23110,8.61
23110.5,8.63
23111,8.61
23111.5,8.65
23112,8.63
23112.5,8.64
23113,8.71
23113.5,8.69
23114,8.68
23114.5,8.66
23115,8.70
23115.5,8.70
23116,8.69
23116.5,8.70
23117,8.69
23117.5,8.68
23118,8.71
23118.5,8.71
23119,8.73
23119.5,8.70
23120,8.69
23120.5,8.70
23121,8.70
23121.5,8.68
23122,8.66
23122.5,8.64
23123,8.65
23123.5,8.64
23124,8.63
23124.5,8.60
23125,8.61
23125.5,8.58
23126,8.56
23126.5,8.54
23127,8.50
23127.5,8.52
23128,8.52
23128.5,8.65
23129,8.58
23129.5,8.51
23130,8.50
23130.5,8.48
23131,8.45
23131.5,8.44
23132,8.45
23132.5,8.44
23133,8.42
23133.5,8.40
23134,8.36
23134.5,8.32
23135,8.39
23135.5,8.41
23136,8.41
23136.5,8.42
23137,8.40
23137.5,8.43
23138,8.46
23138.5,8.44
23139,8.38
23139.5,8.46
23140,8.48
23140.5,8.49
23141,8.51
23141.5,8.47
23142,8.44
23142.5,8.44
23143,8.44
23143.5,8.41
23144,8.40
23144.5,8.36
23145,8.37
23145.5,8.39
23146,8.39
23146.5,8.38
23147,8.34
23147.5,8.33
23148,8.33
23148.5,8.35
23149,8.37
23149.5,8.39
23150,8.38
23150.5,8.39
23151,8.40
23151.5,8.39
23152,8.42
23152.5,8.44
23153,8.41
23153.5,8.42
23154,8.44
23154.5,8.45
23155,8.46
23155.5,8.46
23156,8.45
23156.5,8.45
23157,8.50
23157.5,8.50
23158,8.53
23158.5,8.53
23159,8.55
23159.5,8.58
23160,8.56
23160.5,8.55
23161,8.55
23161.5,8.52
23162,8.52
23162.5,8.51
23163,8.52
23163.5,8.50
23164,8.49
23164.5,8.46
23165,8.46
23165.5,8.44
23166,8.45
23166.5,8.43
23167,8.47
23167.5,8.46
23168,8.47
23168.5,8.49
23169,8.48
23169.5,8.46
23170,8.46
23170.5,8.45
23171,8.45
23171.5,8.47
23172,8.46
23172.5,8.47
23173,8.47
23173.5,8.47
23174,8.50
23174.5,8.50
23175,8.45
23175.5,8.46
23176,8.47
23176.5,8.45
23177,8.46
23177.5,8.41
23178,8.40
23178.5,8.42
23179,8.41
23179.5,8.43
23180,8.43
23180.5,8.45
23181,8.46
23181.5,8.46
23182,8.47
23182.5,8.48
23183,8.51
23183.5,8.49
23184,8.48
23184.5,8.50
23185,8.49
23185.5,8.52
23186,8.51
23186.5,8.54
23187,8.55
23187.5,8.55
23188,8.52
23188.5,8.53
23189,8.53
23189.5,8.55
23190,8.55
23190.5,8.55
23191,8.56
23191.5,8.59
23192,8.57
23192.5,8.58
23193,8.58
23193.5,8.54
23194,8.56
23194.5,8.57
23195,8.58
23195.5,8.61
23196,8.59
23196.5,8.62
23197,8.61
23197.5,8.60
23198,8.59
23198.5,8.61
23199,8.60
23199.5,8.55
23200,8.56
23200.5,8.56
23201,8.55
23201.5,8.55
23202,8.56
23202.5,8.56
23203,8.54
23203.5,8.54
23204,8.52
23204.5,8.58
23205,8.57
23205.5,8.60
23206,8.60
23206.5,8.60
23207,8.60
23207.5,8.61
23208,8.58
23208.5,8.56
23209,8.58
23209.5,8.58
23210,8.62
23210.5,8.62
23211,8.60
23211.5,8.61
23212,8.61
23212.5,8.65
23213,8.59
23213.5,8.57
23214,8.57
23214.5,8.55
23215,8.55
23215.5,8.54
23216,8.53
23216.5,8.52
23217,8.50
23217.5,8.47
23218,8.48
23218.5,8.50
23219,8.52
23219.5,8.52
23220,8.47
23220.5,8.47
23221,8.44
23221.5,8.45
23222,8.46
23222.5,8.48
23223,8.47
23223.5,8.46
23224,8.44
23224.5,8.44
23225,8.44
23225.5,8.42
23226,8.46
23226.5,8.48
23227,8.47
23227.5,8.50
23228,8.51
23228.5,8.51
23229,8.50
23229.5,8.52
23230,8.52
23230.5,8.52
23231,8.49
23231.5,8.52
23232,8.54
23232.5,8.55
23233,8.53
23233.5,8.52
23234,8.49
23234.5,8.49
23235,8.50
23235.5,8.51
23236,8.53
23236.5,8.53
23237,8.55
23237.5,8.54
23238,8.54
23238.5,8.54
23239,8.53
23239.5,8.50
23240,8.52
23240.5,8.50
23241,8.51
23241.5,8.52
23242,8.49
23242.5,8.49
23243,8.48
23243.5,8.46
23244,8.49
23244.5,8.49
23245,8.49
23245.5,8.49
23246,8.49
23246.5,8.47
23247,8.49
23247.5,8.47
23248,8.48
23248.5,8.49
23249,8.47
23249.5,8.47
23250,8.50
23250.5,8.49
23251,8.48
23251.5,8.47
23252,8.47
23252.5,8.45
23253,8.49
23253.5,8.48
23254,8.48
23254.5,8.47
23255,8.48
23255.5,8.50
23256,8.52
23256.5,8.52
23257,8.47
23257.5,8.45
23258,8.50
23258.5,8.49
23259,8.50
23259.5,8.50
23260,8.47
23260.5,8.47
23261,8.47
23261.5,8.46
23262,8.47
23262.5,8.47
23263,8.46
23263.5,8.45
23264,8.45
23264.5,8.44
23265,8.46
23265.5,8.48
23266,8.49
23266.5,8.50
23267,8.50
